,0,1,2,3,4,5
0,0.07036678719643155,0.07697859081537269,0.053141705311513125,-0.09356027982336892,-0.08996005453434644,-0.034116993107205416
1,0.07520075549144518,0.09017590206474382,0.006522329957911799,0.05702608091886983,-0.03413272320912351,0.0636166600471562
2,0.06334842772658829,-0.0854557966270997,0.09251553151856436,-0.03125841111428958,-0.0645007854550677,0.0039502929825052215
3,0.024425702027272567,-0.09664208088267652,-0.07026541433364815,-0.03118740270464242,-0.05563253599600735,0.02061764887034987
4,-0.0828832651309746,0.04696482346864361,-0.004295504592423094,-0.04123890060536655,0.0939581013363533,0.09703312892607262
5,0.08007819332627496,0.0921622099224247,-0.08284612335827479,-0.03230124493139928,-0.07115788485142567,-0.0050098639707514495
6,0.08679233011150567,0.005160754933010048,0.08884501556459792,0.0343373653685294,-0.07352083620181005,0.09319025494937938
7,0.030394072162244525,0.011938587730583495,-0.061468477275862354,0.07276028866154503,0.07192995110213767,0.06290039716977984
8,-0.08660552740743353,0.037670146965976196,0.0925077823482349,0.02122639959068189,0.0063858604290685465,0.0991088246866455
9,0.0872934660355267,0.07306316076425357,0.09635252195623939,-0.016251284781460318,-0.03880370038033392,-0.06101683305938288
10,0.005405272751746671,0.09329234127165056,0.03418613924251348,0.06414278538891367,0.04076454039946567,0.07877153867461349
11,-0.059903933870616544,-0.06929929397560224,0.053429728626225415,-0.024036484990968266,0.07674180577827293,-0.09002403380841746
12,-0.054383541154546335,0.05106251214280877,0.08822274458541089,0.029825321021643193,0.03726078193090918,0.011857175569280476
13,-0.020305417748246613,0.06533863728793068,-0.06871988811604249,0.08132298538612721,-0.07936379202837517,-0.07885012224171434
14,-0.09298038988251317,0.020090271642728474,0.0024678740791463263,-0.022858699665493566,0.01747178962269753,0.052116633989265186
15,0.014771127160710008,0.0524756628766099,-0.02279756616260902,0.0782702895340889,0.016865916417730078,-0.06750943116445829
16,-0.008448998638488936,0.041082265931483786,0.05602872527779504,-0.07662651521853146,0.05106719152929724,0.027677171342273543
17,0.0267334441284115,0.0777488532944249,-0.040501723707914966,-0.035751825413796734,0.04113512865198748,0.06474109627001597
18,0.003108653120467153,-0.07741886912035344,-0.05086306628164081,-0.033322791509275994,-0.0033058878305788353,0.05251887526464272
19,-0.0386735554181139,0.07368461921996705,-0.008668710775509125,0.04294958360240948,0.07262285609197956,-0.06404895051174404
